0,0,2,0,0,0,0,1,0
1,2,2,3,0,0,0,2,1
1,2,2,0,50,50,50,50,0
1,1,2,0,50,50,50,50,0
1,1,2,0,29,1,2,8,0
1,2,2,3,2,0,5,2,1
1,2,2,1,0,0,1,0,0
1,2,1,0,0,0,0,0,0
1,2,2,0,50,50,50,50,0
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,1,3,0
1,2,2,1,0,0,0,0,0
1,2,2,1,0,0,1,4,0
1,2,2,2,0,0,0,0,0
1,2,2,1,0,0,0,0,1
1,2,2,0,0,0,0,0,1
1,2,2,2,0,0,0,0,1
1,2,2,0,0,0,0,0,0
1,2,2,1,0,0,1,0,1
1,2,2,0,0,0,0,1,0
1,2,2,1,1,0,0,1,0
1,2,2,1,0,0,0,0,1
1,2,2,0,0,0,0,0,0
1,2,2,1,3,0,0,1,1
1,2,2,0,0,0,0,1,1
1,2,2,1,1,0,2,0,0
1,2,2,0,0,0,2,0,0
1,2,2,0,0,0,0,0,1
1,2,2,1,0,0,0,2,0
1,2,2,0,0,0,0,0,0
1,2,2,1,0,0,0,1,0
1,2,2,1,0,0,0,0,1
1,2,2,1,0,0,0,0,0
1,2,1,0,0,0,0,0,0
1,2,2,3,0,0,1,1,1
1,1,2,0,2,0,1,2,0
1,2,2,2,0,0,1,0,1
1,2,2,0,50,50,50,50,0
1,2,2,4,0,0,0,1,1
1,2,2,2,2,0,2,1,0
1,2,2,4,0,0,0,0,1
1,2,2,2,1,0,1,0,1
1,2,2,1,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,1,0,0,0,0,1
1,2,2,0,0,0,1,0,0
1,2,2,3,0,0,0,0,1
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,2,2,2,0,1,0,0,1
1,2,2,2,0,0,0,0,1
1,2,2,2,0,0,0,0,1
1,2,2,1,0,0,0,0,0
1,2,2,4,0,0,0,0,1
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0
1,2,2,0,0,1,0,0,0
1,1,2,0,0,0,0,0,0
1,1,2,0,1,0,0,1,0
1,2,2,1,0,1,2,0,0
1,2,2,0,0,0,0,0,0
1,2,1,0,4,0,1,0,1
1,1,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,2,2,1,0,1,0,1,1
1,2,2,0,0,0,0,1,0
1,2,2,1,0,0,0,0,0
1,2,0,0,0,0,0,0,0
1,2,2,1,0,0,1,0,1
1,2,2,0,0,0,0,0,0
1,2,2,0,50,50,50,50,0
1,2,2,1,0,0,0,3,0
1,2,2,1,0,0,0,1,0
1,2,2,2,0,0,0,0,0
1,1,2,0,0,0,3,0,0
1,1,2,0,0,0,0,0,0
1,2,2,3,0,1,0,1,1
1,2,2,2,50,50,50,50,0
1,2,2,1,0,0,0,0,1
1,2,1,0,0,0,0,0,0
0,0,2,0,5,0,0,1,0
1,2,2,0,50,50,50,50,0
0,0,0,0,0,0,0,0,0
1,2,2,0,1,0,5,0,0
1,2,2,2,0,0,0,0,1
1,2,2,2,0,0,0,0,1
1,2,2,1,0,0,0,1,1
1,1,1,0,1,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0
0,0,1,1,0,0,0,9,0
1,2,2,2,0,0,0,0,1
1,2,2,0,0,0,0,0,0
1,2,2,1,0,0,0,2,0
1,2,2,2,0,0,0,1,1
1,2,1,0,50,50,50,50,0
1,2,2,0,0,0,0,0,0
1,2,2,1,0,0,0,0,1
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,1,0
1,2,2,0,0,0,0,1,0
1,2,2,0,50,50,50,50,0
1,2,2,0,0,0,0,0,0
1,2,2,2,0,0,2,0,1
1,2,2,0,0,0,1,2,1
1,2,2,2,3,0,1,2,0
1,1,2,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
1,1,2,1,50,50,50,50,0
1,2,2,1,4,0,1,8,1
1,1,2,0,0,0,0,0,0
1,2,2,4,0,0,1,0,1
1,2,2,0,0,0,0,0,0
1,1,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,2,0,0,0,0,1
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,0,50,50,50,50,0
0,0,2,0,0,0,0,0,0
1,1,2,0,0,0,1,0,0
1,1,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,0,2,0,34,6,1
1,1,0,0,0,1,2,0,0
0,0,2,0,0,1,0,0,0
1,2,2,0,0,0,0,1,1
1,2,2,0,0,0,0,0,0
1,1,2,1,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,0,0,0,0,0,0
1,2,2,0,50,50,50,50,1
1,2,2,0,0,0,1,3,0
1,2,2,1,0,0,1,0,0
1,2,2,0,0,0,0,0,0
1,2,2,1,0,0,1,0,0
1,1,2,1,0,0,0,7,0
